 num     #instances         #bytes  class name (module)
 370:           126           3024  org.apache.thrift.meta_data.ListMetaData
 371:            63           3024  sun.nio.cs.UTF_8$Encoder (java.base@11.0.14)
 372:             8           3008  io.netty.util.concurrent.FastThreadLocalThread
 373:            94           3008  sun.security.util.LazyCodeSourcePermissionCollection (java.base@11.0.14)
 374:           143           2880  [Lcom.google.protobuf.Descriptors$Descriptor;
 375:           120           2880  com.google.common.collect.ImmutableMapEntry$NonTerminalImmutableMapEntry
 376:            60           2880  java.nio.HeapCharBuffer (java.base@11.0.14)
 377:           179           2864  [Ljava.security.Principal; (java.base@11.0.14)
 378:           179           2864  java.security.ProtectionDomain$Key (java.base@11.0.14)
 379:           119           2856  io.grpc.netty.shaded.io.netty.handler.codec.http2.HpackHeaderField
 380:           178           2848  com.sun.proxy.$Proxy39
 381:            89           2848  java.security.BasicPermissionCollection (java.base@11.0.14)
 382:            41           2840  [S (java.base@11.0.14)
 383:            71           2840  com.sun.tools.doclint.HtmlTag (jdk.compiler@11.0.14)
 384:            71           2840  com.sun.tools.javac.file.Locations$ModuleLocationHandler (jdk.compiler@11.0.14)
 385:            87           2784  com.sleepycat.je.config.IntConfigParam
 386:             5           2760  com.github.benmanes.caffeine.cache.MpscGrowableArrayQueue
 387:            69           2760  io.netty.buffer.PoolThreadCache$MemoryRegionCache$Entry
 388:            68           2720  java.math.BigDecimal (java.base@11.0.14)
 389:             3           2712  com.starrocks.qe.SessionVariable
 390:            56           2688  com.starrocks.metric.MetricRepo$1
 391:           168           2688  jdk.internal.reflect.DelegatingConstructorAccessorImpl (java.base@11.0.14)
 392:           111           2664  com.starrocks.sql.ast.ImportColumnDesc
 393:            83           2656  jdk.internal.reflect.UnsafeIntegerFieldAccessorImpl (java.base@11.0.14)
 394:            55           2640  java.util.concurrent.ThreadPoolExecutor$Worker (java.base@11.0.14)
 395:           109           2616  java.lang.RuntimePermission (java.base@11.0.14)
 396:            81           2592  java.util.Vector (java.base@11.0.14)
 397:            45           2520  com.sun.tools.javac.main.Option (jdk.compiler@11.0.14)
 398:            61           2512  [Ljava.time.format.DateTimeFormatterBuilder$DateTimePrinterParser; (java.base@11.0.14)
 399:            62           2480  com.sleepycat.je.config.DurationConfigParam
 400:           103           2472  com.starrocks.sql.optimizer.operator.OperatorType
 401:           103           2472  java.lang.ThreadLocal$ThreadLocalMap (java.base@11.0.14)
 402:           103           2472  jdk.internal.reflect.NativeConstructorAccessorImpl (java.base@11.0.14)
 403:            22           2464  java.util.GregorianCalendar (java.base@11.0.14)
 404:           102           2448  java.util.Collections$SingletonList (java.base@11.0.14)
 405:            16           2432  io.grpc.netty.shaded.io.netty.buffer.PoolArena$DirectArena
 406:            16           2432  io.grpc.netty.shaded.io.netty.buffer.PoolArena$HeapArena
 407:            38           2432  java.lang.Class$ReflectionData (java.base@11.0.14)
 408:            76           2432  sun.reflect.generics.repository.ClassRepository (java.base@11.0.14)
 409:           101           2424  org.antlr.v4.runtime.atn.SetTransition
 410:            24           2400  [Lio.netty.buffer.PoolThreadCache$MemoryRegionCache;
 411:            60           2400  io.grpc.netty.shaded.io.netty.handler.codec.DefaultHeaders$HeaderEntry
 412:            50           2400  java.util.concurrent.LinkedBlockingQueue (java.base@11.0.14)
 413:            25           2400  sun.util.calendar.Gregorian$Date (java.base@11.0.14)
 414:            10           2384  [Ljava.lang.reflect.Field; (java.base@11.0.14)
 415:            99           2376  com.sun.tools.javac.tree.JCTree$Tag (jdk.compiler@11.0.14)
 416:            99           2376  java.util.ImmutableCollections$List12 (java.base@11.0.14)
 417:           143           2344  [Lcom.google.protobuf.Descriptors$EnumDescriptor;
 418:            73           2336  org.xnio.SingleOption
 419:           128           2328  [Lsun.reflect.generics.tree.FormalTypeParameter; (java.base@11.0.14)
 420:            72           2304  io.netty.util.internal.LongAdderCounter
 421:            96           2304  java.util.Arrays$ArrayList (java.base@11.0.14)
 422:            41           2296  java.security.Provider$Service (java.base@11.0.14)
 423:            95           2280  java.security.Provider$ServiceKey (java.base@11.0.14)
 424:            94           2256  com.sleepycat.je.utilint.VLSN
 425:            94           2256  com.sun.activation.registries.MimeTypeEntry
 426:             6           2256  java.util.TimerThread (java.base@11.0.14)
 427:            47           2256  sun.nio.cs.StreamEncoder (java.base@11.0.14)
 428:            47           2256  sun.nio.cs.US_ASCII$Encoder (java.base@11.0.14)
 429:            35           2240  io.grpc.netty.shaded.io.netty.channel.ChannelOutboundBuffer$Entry
 430:           137           2232  [Lcom.google.protobuf.Descriptors$OneofDescriptor;
 431:           137           2232  [Lcom.google.protobuf.GeneratedMessageV3$FieldAccessorTable$OneofAccessor;
 432:            92           2208  com.sleepycat.je.config.BooleanConfigParam
 433:            69           2208  java.lang.invoke.VarHandle$AccessDescriptor (java.base@11.0.14)
 434:           136           2176  org.apache.thrift.protocol.TStruct
 435:            45           2160  java.util.concurrent.ConcurrentSkipListMap (java.base@11.0.14)
 436:           107           2144  [Lsun.reflect.generics.tree.FieldTypeSignature; (java.base@11.0.14)
 437:            66           2112  com.starrocks.thrift.TQueryOptions$_Fields
 438:            66           2112  java.lang.invoke.LambdaForm$Kind (java.base@11.0.14)
 439:            52           2080  sun.reflect.generics.repository.MethodRepository (java.base@11.0.14)
 440:            43           2064  com.google.protobuf.DescriptorProtos$EnumValueDescriptorProto
 441:            64           2048  io.grpc.netty.shaded.io.netty.handler.codec.CodecOutputList
 442:           128           2048  java.lang.Character (java.base@11.0.14)
 443:            51           2040  java.lang.invoke.BoundMethodHandle$Species_LL (java.base@11.0.14)
 444:           126           2016  com.google.common.collect.RegularImmutableList
 445:            84           2016  com.sleepycat.je.utilint.AtomicLongStat
 446:            84           2016  io.netty.util.Recycler$DefaultHandle
 447:            50           2000  com.google.common.util.concurrent.ThreadFactoryBuilder$1
 448:             5           2000  org.xnio.nio.WorkerThread
 449:            62           1984  javax.management.ObjectName (java.management@11.0.14)
 450:            41           1968  com.sun.management.internal.DiagnosticCommandInfo (jdk.management@11.0.14)
 451:            82           1968  jdk.internal.loader.AbstractClassLoaderValue$Sub (java.base@11.0.14)
 452:            49           1960  java.time.format.DateTimeFormatter (java.base@11.0.14)
 453:           122           1952  java.util.logging.ErrorManager (java.logging@11.0.14)
 454:            30           1920  com.baidu.jprotobuf.pbrpc.client.PojoRpcMethodInfo
 455:            15           1920  com.sleepycat.je.tree.IN
 456:            40           1920  com.sleepycat.je.utilint.ConsoleRedirectHandler
 457:            15           1920  io.netty.util.internal.InternalThreadLocalMap
 458:            30           1920  java.lang.invoke.BoundMethodHandle$Species_LLLLLLIIL (java.base@11.0.14)
 459:            59           1888  com.google.common.collect.RegularImmutableSet
 460:             5           1880  io.grpc.netty.shaded.io.netty.util.concurrent.FastThreadLocalThread
 461:            39           1872  io.grpc.MethodDescriptor
 462:            78           1872  io.grpc.protobuf.lite.ProtoLiteUtils$MessageMarshaller
 463:            58           1856  javax.management.MBeanParameterInfo (java.management@11.0.14)
 464:             4           1848  [Lio.grpc.netty.shaded.io.netty.handler.codec.http2.HpackHeaderField;
 465:            77           1848  com.sun.tools.doclint.HtmlTag$Attr (jdk.compiler@11.0.14)
 466:            57           1824  com.sleepycat.je.log.FileManager$DefaultRandomAccessFile
 467:            76           1824  sun.reflect.generics.tree.ClassSignature (java.base@11.0.14)
 468:            40           1808  [Ljava.math.BigInteger; (java.base@11.0.14)
 469:             5           1800  com.starrocks.load.routineload.KafkaRoutineLoadJob
 470:            56           1792  io.grpc.netty.shaded.io.netty.handler.codec.http.HttpResponseStatus
 471:            56           1792  io.netty.handler.codec.http.HttpResponseStatus
 472:           112           1792  java.util.ImmutableCollections$ListN (java.base@11.0.14)
 473:            74           1776  com.sun.tools.javac.file.JavacFileManager$DirectoryContainer (jdk.compiler@11.0.14)
 474:            55           1760  com.sleepycat.je.log.FileHandle
 475:           109           1744  java.time.format.DateTimeFormatterBuilder$CharLiteralPrinterParser (java.base@11.0.14)
 476:            54           1728  com.google.gson.internal.bind.MapTypeAdapterFactory$Adapter
 477:            72           1728  java.io.ByteArrayOutputStream (java.base@11.0.14)
 478:            36           1728  java.lang.invoke.BoundMethodHandle$SpeciesData (java.base@11.0.14)
 479:            24           1728  java.text.DecimalFormatSymbols (java.base@11.0.14)
 480:            16           1664  com.sleepycat.je.log.entry.LNLogEntry
 481:           104           1664  java.lang.ThreadLocal (java.base@11.0.14)
 482:            52           1664  sun.reflect.generics.tree.MethodTypeSignature (java.base@11.0.14)
 483:            41           1640  java.lang.invoke.MethodHandleImpl$AsVarargsCollector (java.base@11.0.14)
 484:            68           1632  com.starrocks.thrift.TExprOpcode
 485:            51           1632  java.util.Collections$SynchronizedMap (java.base@11.0.14)
 486:            51           1632  sun.reflect.generics.reflectiveObjects.TypeVariableImpl (java.base@11.0.14)
 487:            76           1616  [Lsun.reflect.generics.tree.ClassTypeSignature; (java.base@11.0.14)
 488:            16           1600  [Lio.grpc.netty.shaded.io.netty.buffer.PoolThreadCache$MemoryRegionCache;
 489:            40           1600  com.sleepycat.je.utilint.ConfiguredRedirectHandler
 490:            40           1600  com.sleepycat.je.utilint.FileRedirectHandler
 491:            40           1600  javax.management.MBeanOperationInfo (java.management@11.0.14)
 492:            18           1584  io.grpc.netty.shaded.io.netty.handler.codec.http2.WeightedFairQueueByteDistributor$State
 493:            33           1584  java.time.temporal.ValueRange (java.base@11.0.14)
 494:            65           1560  io.grpc.netty.shaded.io.netty.util.Recycler$LocalPool
 495:             5           1560  java.util.concurrent.ForkJoinPool$WorkQueue (java.base@11.0.14)
 496:            56           1552  [Ljavax.management.MBeanOperationInfo; (java.management@11.0.14)
 497:            97           1552  java.util.LinkedHashMap$LinkedValues (java.base@11.0.14)
 498:            32           1536  com.sleepycat.je.log.LogEntryHeader
 499:            64           1536  org.apache.thrift.meta_data.EnumMetaData
 500:            95           1520  java.security.SecureClassLoader$CodeSourceKey (java.base@11.0.14)
 501:            63           1512  com.starrocks.thrift.TSchemaTableType
 502:            63           1512  java.util.regex.Pattern$BitClass (java.base@11.0.14)
 503:            37           1480  com.google.common.collect.RegularImmutableMap
 504:            37           1480  com.sleepycat.je.log.LogEntryType
 505:            37           1480  com.starrocks.metric.LongCounterMetric
 506:            37           1480  com.sun.tools.javac.code.Source$Feature (jdk.compiler@11.0.14)
 507:            61           1464  com.sleepycat.je.latch.LatchFactory$1
 508:            61           1464  com.starrocks.catalog.ArrayType
 509:            61           1464  java.lang.module.ResolvedModule (java.base@11.0.14)
 510:            61           1464  java.time.format.DateTimeFormatterBuilder$CompositePrinterParser (java.base@11.0.14)
 511:            61           1464  jdk.internal.module.SystemModuleFinders$2 (java.base@11.0.14)
 512:            61           1464  jdk.internal.module.SystemModuleFinders$SystemModuleReader (java.base@11.0.14)
